Player,BirthDate,BirthCity,BirthState,HighSchoolCity,HighSchoolState,College,BirthLat,BirthLong,HSLat,HSLong,CollegeNameGood,CollegeLat,CollegeLong
DeMarcus Nelson,"November 2, 1985",Oakland,California,Sacramento,California,Duke University,37.735,-122.2088,38.5517,-121.4501,Duke University,36.00153,-78.94001
DeMarre Carroll,"July 27, 1986",Birmingham,Alabama,Birmingham,Alabama,University of Missouri,33.4468,-86.7404,33.4468,-86.7404,University of Missouri,38.94587,-92.32768
Demetris Nichols,"September 4, 1984",Boston,Massachusetts,Barrington,Rhode Island,Syracuse University,42.3496,-71.0746,42.1584,-88.1592,Syracuse University,43.03784,-76.13465
Demetrius Calip,"November 18, 1969",Flint,Michigan,Flint,Michigan,University of Michigan,43.0138,-83.6883,43.0138,-83.6883,University of Michigan,42.84031,-84.47982
Deng Gai,"March 22, 1982",Wau,South Sudan,Milford,Connecticut,Fairfield University,7.7,28.0,41.2241,-73.0517,Fairfield University,41.16065,-73.25761
Dennis Awtrey,"February 22, 1948",Hollywood,California,San Jose,California,Santa Clara University,34.1,-118.3333,37.3239,-121.9144,Santa Clara University,37.42716,-122.17024
Dennis Bell,"June 2, 1951",Cincinnati,Ohio,Cincinnati,Ohio,Drake University,39.1666,-84.5465,39.1666,-84.5465,Drake University,41.60134,-93.65214
Dennis Boyd,"May 21, 1954",Portsmouth,Virginia,New York,New York,University of Detroit Mercy,36.8371,-76.3385,40.8424,-73.8556,University of Detroit Mercy,42.33143,-83.04575
Dennis DuVal,"March 31, 1952",Westbury,New York,Westbury,New York,Syracuse University,40.757,-73.5814,40.757,-73.5814,Syracuse University,43.03784,-76.13465
Dennis Grey,"August 26, 1947",San Diego,California,San Diego,California,California Western Uiversity,32.9014,-117.2079,32.9014,-117.2079,California Western Uiversity,32.71533,-117.15726000000001
Dennis Hamilton,"May 8, 1944",Huntington Beach,California,Huntington Beach,California,Arizona State University,33.711,-118.0438,33.711,-118.0438,Arizona State University,32.23188,-110.95347
Dennis Holman,"October 8, 1945",none,none,none,none,Southern Methodist University,,,,,Southern Methodist University,32.8379,-96.78306
Dennis Hopson,"April 22, 1965",Toledo,Ohio,Toledo,Ohio,Ohio State University,41.7073,-83.54299999999999,41.7073,-83.54299999999999,Ohio State University,39.99618,-83.0188
Dennis Horner,"February 5, 1988",Linwood,New Jersey,Absecon,New Jersey,North Carolina State University,39.3445,-74.5698,39.4209,-74.4977,North Carolina State University,36.00153,-78.94001
Dennis Johnson,"September 18, 1954",San Pedro,California,Compton,California,Pepperdine University,33.7352,-118.315,33.8748,-118.2406,Pepperdine University,34.04106,-118.70828
Dennis Nutt,"March 25, 1963",Little Rock,Arkansas,Little Rock,Arkansas,Texas Christian University,34.7465,-92.2896,34.7465,-92.2896,Texas Christian University,32.70985,-97.36835
Dennis Rodman,"May 13, 1961",Trenton,New Jersey,Dallas,Texas,Southeastern Oklahoma State University,40.2648,-74.8243,32.7825,-96.8207,Southeastern Oklahoma State University,34.00595,-96.37924
Dennis Schroder,"September 15, 1993",Braunschweig,Germany,none,none,none,52.2667,10.5333,,,,,
Dennis Scott,"September 5, 1968",Hagerstown,Maryland,Oakton,Virginia,Georgia Institute of Technology,39.6291,-77.7128,38.8932,-77.3341,Georgia Institute of Technology,33.77233,-84.39456
Dennis Stewart,"April 11, 1947",none,none,none,none,University of Michigan,,,,,University of Michigan,42.84031,-84.47982
Dennis Van Zant,"June 1, 1952",none,none,Glendora,California,Azusa Pacific University,,,34.1189,-117.8507,Azusa Pacific University,34.13041,-117.88758
Dennis Wuycik,"March 29, 1950",Ambridge,Pennsylvania,Ambridge,Pennsylvania,University of North Carolina,40.5996,-80.2078,40.5996,-80.2078,University of North Carolina,36.00153,-78.94001
DeQuan Jones,"June 20, 1990",Stone Mountain,Georgia,Marietta,Georgia,University of Miami,33.7844,-84.2135,34.0017,-84.471,University of Miami,25.74649,-80.36755
Derek Anderson,"July 18, 1974",Louisville,Kentucky,Louisville,Kentucky,University of Kentucky,38.0858,-85.8495,38.0858,-85.8495,University of Kentucky,38.03036,-84.49938
Derek Fisher,"August 9, 1974",Little Rock,Arkansas,Little Rock,Arkansas,University of Arkansas at Little Rock,34.7465,-92.2896,34.7465,-92.2896,University of Arkansas at Little Rock,34.72176,-92.34126
Derek Grimm,"August 3, 1974",Peoria,Illinois,Morton,Illinois,University of Missouri,40.6999,-89.5951,40.6108,-89.435,University of Missouri,38.94587,-92.32768
Derek Harper,"October 13, 1961",Elberton,Georgia,West Palm Beach,Florida,University of Illinois at Urbana-Champaign,34.1302,-82.8038,26.72,-80.0702,University of Illinois at Urbana-Champaign,40.11642,-88.24338
Derek Hood,"December 22, 1976",Kansas City,Missouri,Kansas City,Missouri,University of Arkansas,39.1068,-94.566,39.1068,-94.566,University of Arkansas,36.06869,-94.17215
Derek Smith,"November 1, 1961",Hogansville,Georgia,Hogansville,Georgia,University of Louisville,33.1846,-84.9076,33.1846,-84.9076,University of Louisville,38.21507,-85.75913
Derek Strong,"February 9, 1968",Los Angeles,California,Pacific Palisades,California,Xavier University,34.0396,-118.2661,34.0797,-118.5484,Xavier University,39.14978,-84.478
DerMarr Johnson,"May 5, 1980",Washington,District of Columbia,Pittsfield,Maine,University of Cincinnati,38.8749,-77.0325,44.7695,-69.4283,University of Cincinnati,39.13145,-84.51633
Dermie O'Connell,"April 13, 1928",none,none,New York,New York,College of the Holy Cross,,,40.8424,-73.8556,College of the Holy Cross,42.23898,-71.80785
Deron Williams,"June 26, 1984",Parkersburg,West Virginia,The Colony,Texas,University of Illinois at Urbana-Champaign,39.243,-81.5772,33.0735,-96.9032,University of Illinois at Urbana-Champaign,40.11642,-88.24338
Derrek Dickey,"March 20, 1951",Cincinnati,Ohio,Cincinnati,Ohio,University of Cincinnati,39.1666,-84.5465,39.1666,-84.5465,University of Cincinnati,39.13145,-84.51633
Derrick Alston,"August 20, 1972",New York,New York,Hoboken,New Jersey,Duquesne University,40.8424,-73.8556,40.7458,-74.0321,Duquesne University,40.43618,-79.99283
Derrick Brown,"September 8, 1987",Oakland,California,Dayton,Ohio,Xavier University,37.735,-122.2088,39.833,-84.2177,Xavier University,39.14978,-84.478
Derrick Byars,"April 25, 1984",Memphis,Tennessee,Memphis,Tennessee,Vanderbilt University,35.185,-90.0936,35.185,-90.0936,Vanderbilt University,36.14811,-86.80305
Derrick Caracter,"May 4, 1988",Fanwood,New Jersey,Fitchburg,Massachusetts,University of Texas at El Paso,40.6419,-74.387,42.5908,-71.8055,University of Texas at El Paso,31.75872,-106.48693
Derrick Chievous,"July 3, 1967",New York,New York,New York,New York,University of Missouri,40.8424,-73.8556,40.8424,-73.8556,University of Missouri,38.94587,-92.32768
Derrick Coleman,"June 21, 1967",Mobile,Alabama,Detroit,Michigan,Syracuse University,30.6586,-88.3535,42.3679,-83.1386,Syracuse University,43.03784,-76.13465
Derrick Dial,"December 20, 1975",Detroit,Michigan,Detroit,Michigan,Eastern Michigan University,42.3679,-83.1386,42.3679,-83.1386,Eastern Michigan University,42.24698,-83.62272
Derrick Favors,"July 15, 1991",Atlanta,Georgia,Atlanta,Georgia,Georgia Institute of Technology,33.8477,-84.2814,33.8477,-84.2814,Georgia Institute of Technology,33.77233,-84.39456
Derrick Gervin,"March 28, 1963",Detroit,Michigan,Detroit,Michigan,University of Texas at San Antonio,42.3679,-83.1386,42.3679,-83.1386,University of Texas at San Antonio,29.57717,-98.6228
Derrick McKey,"October 10, 1966",Meridian,Mississippi,Meridian,Mississippi,University of Alabama,32.2883,-88.588,32.2883,-88.588,University of Alabama,33.20944,-87.54149
Derrick Phelps,"July 31, 1972",New York,New York,New York,New York,University of North Carolina,40.8424,-73.8556,40.8424,-73.8556,University of North Carolina,36.00153,-78.94001
Derrick Rose,"October 4, 1988",Chicago,Illinois,Chicago,Illinois,University of Memphis,41.9288,-87.6315,41.9288,-87.6315,University of Memphis,35.1187,-89.93731
Derrick Rowland,"June 21, 1959",Brookhaven,New York,Brentwood,New York,State University of New York at Potsdam,40.7808,-72.9114,40.781,-73.2522,State University of New York at Potsdam,44.66306,-74.97528
Derrick Williams,"May 25, 1991",Bellflower,California,La Mirada,California,University of Arizona,33.888000000000005,-118.1304,33.9009,-118.0073,University of Arizona,32.23188,-110.95347
Derrick Zimmerman,"December 2, 1981",Monroe,Louisiana,Monroe,Louisiana,Mississippi State University,32.5206,-92.1066,32.5206,-92.1066,Mississippi State University,34.38238,-89.53988
DeSagana Diop,"January 30, 1982",Dakar,Senegal,Mouth of Wilson,Virginia,none,14.6708,-17.4381,36.5894,-81.3364,,,
DeShawn Stevenson,"April 3, 1981",Fresno,California,Fresno,California,none,36.84,-119.8285,36.84,-119.8285,,,
Desmon Farmer,"October 7, 1981",Flint,Michigan,Flint,Michigan,University of Southern California,43.0138,-83.6883,43.0138,-83.6883,University of Southern California,34.0218,-118.28664
Desmond Ferguson,"July 22, 1977",Lansing,Michigan,Lansing,Michigan,University of Detroit Mercy,42.7422,-84.5255,42.7422,-84.5255,University of Detroit Mercy,42.33143,-83.04575
Desmond Mason,"October 11, 1977",Waxahachie,Texas,Waxahachie,Texas,Oklahoma State University,32.3694,-96.7873,32.3694,-96.7873,Oklahoma State University,35.19804,-97.44459
Desmond Penigar,"July 16, 1981",Upland,California,Upland,California,Utah State University,34.104,-117.6642,34.104,-117.6642,Utah State University,40.76495,-111.84855
Detlef Schrempf,"January 21, 1963",Leverkusen,Germany,Centralia,Washington,University of Washington,51.0167,6.9833,46.7475,-122.9507,University of Washington,38.9515,-77.08998
Devean George,"August 29, 1977",Minneapolis,Minnesota,St. Louis Park,Minnesota,Augsburg College,45.0059,-93.4305,44.9483,-93.3481,Augsburg College,44.96608,-93.24189
Devin Brown,"December 30, 1978",Salt Lake City,Utah,San Antonio,Texas,University of Texas at San Antonio,40.7608,-111.8911,29.4244,-98.4842,University of Texas at San Antonio,29.57717,-98.6228
Devin Durrant,"October 20, 1960",Provo,Utah,Provo,Utah,Brigham Young University,40.3393,-111.5709,40.3393,-111.5709,Brigham Young University,40.24579,-111.65103
Devin Ebanks,"October 28, 1989",New York,New York,Oakdale,Connecticut,West Virginia University,40.8424,-73.8556,41.4652,-72.1886,West Virginia University,39.43815,-78.98169
Devin Gray,"May 31, 1972",Baltimore,Maryland,Baltimore,Maryland,Clemson University,39.2904,-76.6122,39.2904,-76.6122,Clemson University,34.67705,-82.83875
Devin Green,"October 25, 1982",Columbus,Ohio,Columbus,Ohio,Hampton University,39.8928,-82.9588,39.8928,-82.9588,Hampton University,37.02297,-76.33336
Devin Harris,"February 27, 1983",Milwaukee,Wisconsin,Wauwatosa,Wisconsin,University of Wisconsin,43.0434,-87.8945,43.0495,-88.0076,University of Wisconsin,43.07388,-89.41095
Dewayne Dedmon,"August 12, 1989",Lancaster,California,Lancaster,California,University of Southern California,34.7297,-118.1575,34.7297,-118.1575,University of Southern California,34.0218,-118.28664
DeWayne Scales,"December 28, 1958",Dallas,Texas,Dallas,Texas,Louisiana State University,32.7825,-96.8207,32.7825,-96.8207,Louisiana State University,29.93987,-90.11954
Dewitt Menyard,"May 24, 1944",Columbus,Mississippi,South Bend,Indiana,University of Utah,33.4408,-88.5357,41.6834,-86.25,University of Utah,40.76495,-111.84855
Dexter Boney,"April 27, 1970",Wilmington,Delaware,Wilmington,Delaware,"University of Nevada, Las Vegas",39.7976,-75.5392,39.7976,-75.5392,"University of Nevada, Las Vegas",36.10775,-115.14167
Dexter Cambridge,"January 29, 1970",Eleuthera,Bahamas,Nassau,Bahamas,University of Texas at Austin,25.1,-76.1333,25.0833,-77.35,University of Texas at Austin,30.26715,-97.74306
Dexter Pittman,"March 2, 1988",Rosenberg,Texas,Rosenberg,Texas,University of Texas at Austin,29.5272,-95.8764,29.5272,-95.8764,University of Texas at Austin,30.26715,-97.74306
Dexter Shouse,"March 24, 1963",Terre Haute,Indiana,Terre Haute,Indiana,University of South Alabama,39.3579,-87.4245,39.3579,-87.4245,University of South Alabama,30.69588,-88.17691
Dexter Westbrook,1943,none,none,Laurinburg,North Carolina,Providence College,,,34.7678,-79.4639,Providence College,41.84371,-71.43784
Diante Garrett,"November 3, 1988",Milwaukee,Wisconsin,Milwaukee,Wisconsin,Iowa State University,43.0434,-87.8945,43.0434,-87.8945,Iowa State University,41.65502,-91.55684
Dick Atha,"September 21, 1931",Otterbein,Indiana,Otterbein,Indiana,Indiana State University,40.4741,-87.1404,40.4741,-87.1404,Indiana State University,40.41226,-86.93668
Dick Barnett,"October 2, 1936",Gary,Indiana,Gary,Indiana,Tennessee State University,41.608000000000004,-87.3411,41.608000000000004,-87.3411,Tennessee State University,36.14811,-86.80305
Dick Bunt,"July 13, 1930",New York,New York,New York,New York,New York University,40.8424,-73.8556,40.8424,-73.8556,New York University,40.72871,-73.99597
Dick Cunningham,"July 11, 1946",Canton,Ohio,Canton,Ohio,Murray State University,40.7901,-81.4331,40.7901,-81.4331,Murray State University,36.61144,-88.32226
Dick Dickey,"October 26, 1926",Marion ,Indiana,Pendleton,Indiana,North Carolina State University,40.5492,-85.6647,39.9809,-85.7489,North Carolina State University,36.00153,-78.94001
Dick Duckett,"March 25, 1933",none,none,New York,New York,St. John's University,,,40.8424,-73.8556,St. John's University,45.58333,-94.39167
Dick Farley,"April 13, 1932",none,none,Winslow,Indiana,Indiana University,,,38.3852,-87.2156,Indiana University,40.41226,-86.93668
Dick Fitzgerald,"November 18, 1920",none,none,none,none,Seton Hall University,,,,,Seton Hall University,40.7426,-74.24737
Dick Garmaker,"October 29, 1932",Hibbing,Minnesota,Hibbing,Minnesota,University of Minnesota,47.408,-92.9669,47.408,-92.9669,University of Minnesota,44.97441,-93.233
Dick Garrett,"January 31, 1947",none,none,Centralia,Illinois,Southern Illinois University,,,38.5032,-89.1497,Southern Illinois University,38.51866,-89.84121
Dick Gibbs,"December 20, 1948",Ames,Iowa,Ames,Iowa,University of Texas at El Paso,42.03,-93.5905,42.03,-93.5905,University of Texas at El Paso,31.75872,-106.48693
Dick Groat,"November 4, 1930",Wilkinsburg,Pennsylvania,Swissvale,Pennsylvania,Duke University,40.4439,-79.8775,40.4222,-79.8861,Duke University,36.00153,-78.94001
Dick Grubar,"July 26, 1947",Schenectady,New York,none,none,University of North Carolina,42.8822,-73.9916,,,University of North Carolina,36.00153,-78.94001
Dick Hemric,"August 29, 1933",Jonesville,North Carolina,Jonesville,North Carolina,Wake Forest University,36.219,-80.8126,36.219,-80.8126,Wake Forest University,36.13347,-80.27727
Dick Holub,"October 29, 1921",none,none,none,none,Long Island University,,,,,Long Island University,40.69061,-73.99764
Dick Knostman,"August 9, 1931",Wamego,Kansas,Wamego,Kansas,Kansas State University,39.2591,-96.3007,39.2591,-96.3007,Kansas State University,38.8134,-97.60949
Dick Lee,none,none,none,Seattle,Washington,University of Washington,,,47.6026,-122.3284,University of Washington,38.9515,-77.08998
Dick McGuire,"January 25, 1926",Huntington,New York,New York,New York,St. John's University,40.8719,-73.4347,40.8424,-73.8556,St. John's University,45.58333,-94.39167
Dick Mehen,"May 20, 1922",none,none,none,none,University of Tennessee,,,,,University of Tennessee,36.14811,-86.80305
Dick Miller,"April 26, 1958",Milwaukee,Wisconsin,Milwaukee,Wisconsin,University of Toledo,43.0434,-87.8945,43.0434,-87.8945,University of Toledo,41.66199,-83.61438
Dick Murphy,"March 10, 1921",none,none,none,none,Manhattan College,,,,,Manhattan College,39.18582,-96.57888
Dick Nemelka,"October 1, 1943",none,none,Salt Lake City,Utah,Brigham Young University,,,40.7608,-111.8911,Brigham Young University,40.24579,-111.65103
Dick O'Keefe,"September 29, 1923",none,none,none,none,Santa Clara University,,,,,Santa Clara University,37.42716,-122.17024
Dick Ricketts,"December 4, 1933",Pottstown,Pennsylvania,Pottstown,Pennsylvania,Duquesne University,40.2605,-75.6155,40.2605,-75.6155,Duquesne University,40.43618,-79.99283
Dick Rosenthal,"January 20, 1930",none,none,St. Louis,Missouri,University of Notre Dame,,,38.6272,-90.1978,University of Notre Dame,41.7031,-86.23917
Dick Schnittker,"May 27, 1928",Kelleys Island,Ohio,Sandusky,Ohio,Ohio State University,41.605,-82.7041,41.4016,-82.73100000000001,Ohio State University,39.99618,-83.0188
Dick Schulz,"January 3, 1917",none,none,none,none,University of Wisconsin,,,,,University of Wisconsin,43.07388,-89.41095
Dick Shrider,"February 7, 1923",none,none,none,none,Ohio University,,,,,Ohio University,39.99618,-83.0188
Dick Snyder,"February 1, 1944",North Canton,Ohio,North Canton,Ohio,Davidson College,40.875,-81.4011,40.875,-81.4011,Davidson College,36.13978,-86.79944
Dick Surhoff,"November 16, 1929",none,none,none,none,Long Island University,,,,,Long Island University,40.69061,-73.99764
Dick Triptow,"November 3, 1922",none,none,Chicago,Illinois,DePaul University,,,41.9288,-87.6315,DePaul University,41.92281,-87.65311
Dick Van Arsdale,"February 22, 1943",Indianapolis,Indiana,Indianapolis,Indiana,Indiana University,39.793,-86.2853,39.793,-86.2853,Indiana University,40.41226,-86.93668
Dick Wehr,"December 9, 1925",none,none,none,none,Rice University,,,,,Rice University,29.71912,-95.39744
Dickey Simpkins,"April 6, 1972",Fort Washington,Maryland,Fort Washington,Maryland,Providence College,38.7551,-76.9805,38.7551,-76.9805,Providence College,41.84371,-71.43784
Didier Ilunga-Mbenga,"December 30, 1980",Kinshasa,Democratic Republic of the Congo,none,none,none,-4.3,15.3,,,,,
Dijon Thompson,"February 23, 1983",Los Angeles,California,Redondo Beach,California,"University of California, Los Angeles",34.0396,-118.2661,33.830999999999996,-118.3875,"University of California, Los Angeles",34.02051,-118.28563
Dike Eddleman,"December 27, 1922",Centralia,Illinois,Centralia,Illinois,University of Illinois at Urbana-Champaign,38.5032,-89.1497,38.5032,-89.1497,University of Illinois at Urbana-Champaign,40.11642,-88.24338
Dikembe Mutombo,"June 25, 1966",Kinshasa,Democratic Republic of the Congo,Kinshasa,Democratic Republic of the Congo,Georgetown University,-4.3,15.3,-4.3,15.3,Georgetown University,38.90727,-77.07258
Dillard Crocker,"January 19, 1925",Niles,Michigan,Niles,Michigan,Western Michigan University,41.8439,-86.2164,41.8439,-86.2164,Western Michigan University,42.28365,-85.61195
Dino Martin,"May 25, 1920",none,none,none,none,Georgetown University,,,,,Georgetown University,38.90727,-77.07258
Dino Radja,"April 24, 1967",Split,Croatia,Split,Croatia,none,43.5139,16.4558,43.5139,16.4558,,,
Dion Glover,"October 22, 1978",Marietta,Georgia,Ellenwood,Georgia,Georgia Institute of Technology,34.0017,-84.471,33.6356,-84.2605,Georgia Institute of Technology,33.77233,-84.39456
Dion Waiters,"December 10, 1991",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Syracuse University,39.9524,-75.1653,39.9524,-75.1653,Syracuse University,43.03784,-76.13465
Dionte Christmas,"September 15, 1986",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Temple University,39.9524,-75.1653,39.9524,-75.1653,Temple University,39.98095,-75.15296
Dirk Minniefield,"January 17, 1961",Lexington,Kentucky,Lexington,Kentucky,University of Kentucky,38.1346,-84.4958,38.1346,-84.4958,University of Kentucky,38.03036,-84.49938
Dirk Nowitzki,"June 19, 1978",Wurzburg,Germany,Wurzburg,Germany,none,49.7878,9.9361,49.7878,9.9361,,,
Doc Rivers,"October 13, 1961",Chicago,Illinois,Maywood,Illinois,Marquette University,41.9288,-87.6315,41.8813,-87.8441,Marquette University,46.55694,-87.40139
Dolph Schayes,"May 19, 1928",New York,New York,New York,New York,New York University,40.8424,-73.8556,40.8424,-73.8556,New York University,40.72871,-73.99597
Dominic McGuire,"October 20, 1985",San Diego,California,San Diego,California,"California State University, Fresno",32.9014,-117.2079,32.9014,-117.2079,"California State University, Fresno",36.81256,-119.74663
Dominic Pressley,"May 30, 1964",Washington,District of Columbia,Washington,District of Columbia,Boston College,38.8749,-77.0325,38.8749,-77.0325,Boston College,42.33565,-71.17116
Dominique Jones,"October 15, 1988",Lake Wales,Florida,Lake Wales,Florida,University of South Florida,27.8934,-81.5825,27.8934,-81.5825,University of South Florida,28.06273,-82.41362
Dominique Wilkins,"January 12, 1960",Paris,France,Washington,North Carolina,University of Georgia,38.2133,-84.2256,35.5805,-77.0127,University of Georgia,33.95206,-83.37394
Don Ackerman,"September 4, 1930",New York,New York,New York,New York,Long Island University,40.8424,-73.8556,40.8424,-73.8556,Long Island University,40.69061,-73.99764
Don Adams,"November 27, 1947",Atlanta,Georgia,Atlanta,Georgia,Northwestern University,33.8477,-84.2814,33.755,-84.39,Northwestern University,42.05559,-87.6745
Don Anielak,"November 1, 1930",none,none,none,none,Missouri State University,,,,,Missouri State University,38.94587,-92.32768
Don Asmonga,"February 15, 1928",none,none,Homestead,Pennsylvania,Alliance College,,,40.3948,-79.9056,Alliance College,40.91811,-81.10038
Don Barksdale,"March 31, 1923",Oakland,California,Berkeley,California,"University of California, Los Angeles",37.735,-122.2088,37.8646,-122.2877,"University of California, Los Angeles",34.02051,-118.28563
Don Bielke,none,none,none,Saint Paul,Minnesota,Valparaiso University,,,45.0101,-93.1519,Valparaiso University,-33.03491,-71.59582
Don Boven,"March 6, 1925",Kalamazoo,Michigan,Kalamazoo,Michigan,Western Michigan University,42.3541,-85.54700000000001,42.3541,-85.54700000000001,Western Michigan University,42.28365,-85.61195
Don Buse,"August 10, 1950",Huntingburg,Indiana,Holland,Indiana,University of Evansville,38.2929,-86.9464,38.2326,-87.054,University of Evansville,37.97171,-87.53168
Don Carlos,"March 3, 1944",Columbus,Ohio,none,none,Otterbein College,39.8928,-82.9588,,,Otterbein College,40.12506,-82.93685
Don Carlson,"March 22, 1919",Minneapolis,Minnesota,Minneapolis,Minnesota,University of Minnesota,45.0059,-93.4305,45.0059,-93.4305,University of Minnesota,44.97441,-93.233
Don Chaney,"March 22, 1946",Baton Rouge,Louisiana,Baton Rouge,Louisiana,University of Houston,30.4386,-91.1703,30.4386,-91.1703,University of Houston,29.72081,-95.34335
Don Collins,"November 28, 1958",Toledo,Ohio,Toledo,Ohio,Washington State University,41.7073,-83.54299999999999,41.7073,-83.54299999999999,Washington State University,47.23565,-122.5504
Don Eliason,"July 24, 1918",Owatonna,Minnesota,Saint Paul,Minnesota,Hamline University,44.0479,-93.226,45.0101,-93.1519,Hamline University,44.96694,-93.16536
Don Ford,"December 31, 1952",Santa Barbara,California,Santa Barbara,California,"University of California, Santa Barbara",34.4386,-119.7696,34.4386,-119.7696,"University of California, Santa Barbara",34.42282,-119.69637
Don Grate,"August 27, 1923",Greenfield,Ohio,Greenfield,Ohio,Ohio State University,39.3614,-83.3912,39.3614,-83.3912,Ohio State University,39.99618,-83.0188
Don Hanrahan,"February 6, 1929",none,none,none,none,Loyola University of Chicago,,,,,Loyola University of Chicago,42.00059,-87.65811
Don Henriksen,"October 10, 1929",none,none,none,none,University of California,,,,,University of California,38.53232,-121.78855
Don Kojis,"January 15, 1939",Milwaukee,Wisconsin,Milwaukee,Wisconsin,Marquette University,43.0434,-87.8945,43.0434,-87.8945,Marquette University,46.55694,-87.40139
Don Lofgran,"November 18, 1928",Oakland,California,Oakland,California,University of San Francisco,37.735,-122.2088,37.735,-122.2088,University of San Francisco,37.77549,-122.4508
Don MacLean,"January 16, 1970",Palo Alto,California,Simi Valley,California,"University of California, Los Angeles",37.4135,-122.1312,34.2521,-118.7843,"University of California, Los Angeles",34.02051,-118.28563
Don Martin,"February 7, 1920",none,none,none,none,Central Missouri State University,,,,,Central Missouri State University,38.75861,-93.73878
Don May,"January 3, 1946",Dayton,Ohio,Dayton,Ohio,University of Dayton,39.833,-84.2177,39.833,-84.2177,University of Dayton,39.73978,-84.17827
Don Nelson,"May 15, 1940",Muskegon,Michigan,Rock Island,Illinois,University of Iowa,43.1746,-86.1834,41.4867,-90.5725,University of Iowa,41.65502,-91.55684
Don Ohl,"April 18, 1936",Murphysboro,Illinois,Edwardsville,Illinois,University of Illinois at Urbana-Champaign,37.768,-89.3275,38.849000000000004,-89.9385,University of Illinois at Urbana-Champaign,40.11642,-88.24338
Don Otten,"April 18, 1921",Bellefontaine,Ohio,Bellefontaine,Ohio,Bowling Green State University,40.3726,-83.7477,40.3726,-83.7477,Bowling Green State University,41.37589,-83.63966
Don Putman,"November 13, 1922",none,none,none,none,University of Denver,,,,,University of Denver,39.67772,-104.96144
Don Ray,"July 8, 1921",Mt. Juliet,Tennessee,none,none,Western Kentucky University,36.2028,-86.5136,,,Western Kentucky University,36.98754,-86.45166
Don Rehfeldt,"January 7, 1927",Chicago,Illinois,Chicago,Illinois,University of Wisconsin,41.9288,-87.6315,41.9288,-87.6315,University of Wisconsin,43.07388,-89.41095
Don Reid,"December 30, 1973",Washington,District of Columbia,Largo,Maryland,Georgetown University,38.8749,-77.0325,38.8769,-76.8306,Georgetown University,38.90727,-77.07258
Don Savage,"April 9, 1928",none,none,Manlius,New York,LeMoyne College,,,42.9624,-75.9603,LeMoyne College,35.11926,-90.03315
Don Smith,"October 10, 1951",Dayton,Ohio,Dayton,Ohio,University of Dayton,39.833,-84.2177,39.833,-84.2177,University of Dayton,39.73978,-84.17827
Don Smith,"July 27, 1920",none,none,Minneapolis,Minnesota,University of Minnesota,,,45.0059,-93.4305,University of Minnesota,44.97441,-93.233
Don Sunderlage,"December 20, 1929",Roselle,Illinois,Elgin,Illinois,University of Illinois at Urbana-Champaign,41.9792,-88.0895,42.0358,-88.3801,University of Illinois at Urbana-Champaign,40.11642,-88.24338
Donald Dee,"August 9, 1943",Booneville,Mississippi,none,none,Saint Mary of the Plains College,34.6611,-88.5614,,,Saint Mary of the Plains College,37.77641,-100.01013
Donald Hodge,"February 25, 1969",Washington,District of Columbia,Washington,District of Columbia,Temple University,38.8749,-77.0325,38.8749,-77.0325,Temple University,39.98095,-75.15296
Donald Royal,"May 22, 1966",New Orleans,Louisiana,New Orleans,Louisiana,University of Notre Dame,29.9589,-90.1568,29.9589,-90.1568,University of Notre Dame,41.7031,-86.23917
Donald Sidle,"June 21, 1946",Dallas,Texas,none,none,University of Oklahoma,32.7825,-96.8207,,,University of Oklahoma,35.19804,-97.44459
Donald Sloan,"January 15, 1988",Shreveport,Louisiana,Dallas,Texas,Texas A&M University,32.6188,-93.8852,32.7825,-96.8207,Texas A&M University,30.627979999999997,-96.33440999999999
Donald Washington,"April 22, 1952",Washington,District of Columbia,Washington,District of Columbia,University of North Carolina,38.8749,-77.0325,38.8749,-77.0325,University of North Carolina,36.00153,-78.94001
Donald Whiteside,"April 25, 1969",Chicago,Illinois,Chicago,Illinois,Northern Illinois University,41.9288,-87.6315,41.9288,-87.6315,Northern Illinois University,41.93753,-88.77592
Donatas Motiejunas,"September 20, 1990",Kaunas,Lithuania,none,none,none,54.9,23.9,,,,,
Donell Taylor,"July 26, 1982",Washington,District of Columbia,Montgomery,Alabama,University of Alabama at Birmingham,38.8749,-77.0325,32.3934,-86.3222,University of Alabama at Birmingham,33.50483,-86.79999
Donnell Harvey,"August 26, 1980",Shellman,Georgia,Cuthbert,Georgia,University of Florida,31.7364,-84.6007,31.7756,-84.7545,University of Florida,28.0692,-82.43609
Donnie Boyce,"September 2, 1973",Chicago,Illinois,Maywood,Illinois,University of Colorado,41.9288,-87.6315,41.8813,-87.8441,University of Colorado,40.00915,-105.26902
Donnie Butcher,"February 8, 1936",Williamsport,Kentucky,Williamsport,Kentucky,Pikeville College,37.8251,-82.7355,37.8251,-82.7355,Pikeville College,37.47993,-82.5209
Donnie Forman,"January 17, 1926",none,none,none,none,none,,,,,,,
Donnie Freeman,"July 18, 1944",Madison,Illinois,Madison,Illinois,University of Illinois at Urbana-Champaign,38.6761,-90.1492,38.6761,-90.1492,University of Illinois at Urbana-Champaign,40.11642,-88.24338
